Date,Time,Combined,Date.Value,Site.Name,Conductivity,Depth,DO.percentSAT,DO.mgL,Salinity,Turbidity,Wiper.Position,pH,Temperature,Battery.V
9/1/20,14:30:00,9/1/20 14:30,44075.604,Deployment Site,37725.7,NA,81.1,6.99,31.81,0.39,1.218,NA,13.14,2.67
9/1/20,14:45:00,9/1/20 14:45,44075.615,Deployment Site,37716.9,NA,75.6,6.52,31.88,0.42,1.22,NA,13.045,2.74
9/1/20,15:00:00,9/1/20 15:00,44075.625,Deployment Site,37653.1,NA,70.6,6.12,32.05,0.42,1.223,NA,12.776,2.75
9/1/20,15:15:00,9/1/20 15:15,44075.635,Deployment Site,37674.7,NA,70.9,6.14,31.99,0.6,1.224,NA,12.87,2.74
9/1/20,15:30:00,9/1/20 15:30,44075.646,Deployment Site,37663.6,NA,70.5,6.11,32.06,0.36,1.214,NA,12.784,2.75
9/1/20,15:45:00,9/1/20 15:45,44075.656,Deployment Site,37710.8,NA,73.1,6.32,31.97,0.46,1.211,NA,12.943,2.74
9/1/20,16:00:00,9/1/20 16:00,44075.667,Deployment Site,37714.6,NA,74.1,6.4,31.95,0.37,1.217,NA,12.963,2.75
9/1/20,16:15:00,9/1/20 16:15,44075.677,Deployment Site,37727.3,NA,73.9,6.39,31.98,0.42,1.222,NA,12.944,2.74
9/1/20,16:30:00,9/1/20 16:30,44075.688,Deployment Site,37722,NA,73.1,6.32,32,0.48,1.221,NA,12.913,2.75
9/1/20,16:45:00,9/1/20 16:45,44075.698,Deployment Site,37728.6,NA,75.5,6.52,31.91,0.45,1.224,NA,13.026,2.74
9/1/20,17:00:00,9/1/20 17:00,44075.708,Deployment Site,37733.1,NA,74.3,6.42,31.97,0.31,1.224,NA,12.963,2.75
9/1/20,17:15:00,9/1/20 17:15,44075.719,Deployment Site,37734.5,NA,74.9,6.47,31.96,0.41,1.218,NA,12.977,2.74
9/1/20,17:30:00,9/1/20 17:30,44075.729,Deployment Site,37776.6,NA,77.7,6.7,31.89,0.42,1.213,NA,13.101,2.75
9/1/20,17:45:00,9/1/20 17:45,44075.74,Deployment Site,37821.2,NA,79.8,6.86,31.87,0.4,1.216,NA,13.179,2.74
9/1/20,18:00:00,9/1/20 18:00,44075.75,Deployment Site,37885.5,NA,77.9,6.71,31.96,0.44,1.219,NA,13.142,2.75
9/1/20,18:15:00,9/1/20 18:15,44075.76,Deployment Site,37857.2,NA,76.7,6.61,31.98,0.35,1.223,NA,13.09,2.74
9/1/20,18:30:00,9/1/20 18:30,44075.771,Deployment Site,37863.6,NA,76.6,6.6,31.99,0.39,1.216,NA,13.088,2.75
9/1/20,18:45:00,9/1/20 18:45,44075.781,Deployment Site,37868,NA,76.4,6.59,32,0.43,1.212,NA,13.081,2.74
9/1/20,19:00:00,9/1/20 19:00,44075.792,Deployment Site,37836.4,NA,75,6.47,32.01,0.38,1.207,NA,13.026,2.75
9/1/20,19:15:00,9/1/20 19:15,44075.802,Deployment Site,37933.5,NA,78.2,6.73,31.99,0.36,1.216,NA,13.168,2.74
9/1/20,19:30:00,9/1/20 19:30,44075.813,Deployment Site,37899.7,NA,78.2,6.73,31.97,0.32,1.215,NA,13.154,2.75
9/1/20,19:45:00,9/1/20 19:45,44075.823,Deployment Site,37839.6,NA,80.3,6.91,31.87,0.43,1.217,NA,13.2,2.74
9/1/20,20:00:00,9/1/20 20:00,44075.833,Deployment Site,37812.2,NA,81.2,6.99,31.83,0.44,1.221,NA,13.215,2.75
9/1/20,20:15:00,9/1/20 20:15,44075.844,Deployment Site,37839.1,NA,81,6.96,31.85,0.4,1.218,NA,13.218,2.74
9/1/20,20:30:00,9/1/20 20:30,44075.854,Deployment Site,37850.1,NA,79.8,6.86,31.89,0.32,1.216,NA,13.182,2.73
9/1/20,20:45:00,9/1/20 20:45,44075.865,Deployment Site,37862.5,NA,80,6.89,31.91,0.4,1.222,NA,13.18,2.74
9/1/20,21:00:00,9/1/20 21:00,44075.875,Deployment Site,37857.2,NA,78.4,6.75,31.94,0.36,1.219,NA,13.142,2.75
9/1/20,21:15:00,9/1/20 21:15,44075.885,Deployment Site,37879.6,NA,79.1,6.81,31.94,0.34,1.212,NA,13.166,2.74
9/1/20,21:30:00,9/1/20 21:30,44075.896,Deployment Site,37854.2,NA,80.7,6.94,31.89,0.38,1.211,NA,13.188,2.75
9/1/20,21:45:00,9/1/20 21:45,44075.906,Deployment Site,37911.6,NA,83.8,7.18,31.77,0.39,1.208,NA,13.405,2.74
9/1/20,22:00:00,9/1/20 22:00,44075.917,Deployment Site,37864.4,NA,78.7,6.78,31.94,0.36,1.205,NA,13.144,2.75
9/1/20,22:15:00,9/1/20 22:15,44075.927,Deployment Site,37856.3,NA,81.4,7,31.81,0.46,1.215,NA,13.286,2.74
9/1/20,22:30:00,9/1/20 22:30,44075.938,Deployment Site,37867.3,NA,78.6,6.76,31.95,0.34,1.224,NA,13.142,2.75
9/1/20,22:45:00,9/1/20 22:45,44075.948,Deployment Site,37891.2,NA,78,6.72,31.97,0.33,1.219,NA,13.137,2.74
9/1/20,23:00:00,9/1/20 23:00,44075.958,Deployment Site,37862.4,NA,79.2,6.82,31.91,0.4,1.213,NA,13.173,2.75
9/1/20,23:15:00,9/1/20 23:15,44075.969,Deployment Site,37892.6,NA,76.7,6.6,32.01,0.35,1.211,NA,13.089,2.74
9/1/20,23:30:00,9/1/20 23:30,44075.979,Deployment Site,37893.3,NA,76.9,6.62,32,0.38,1.219,NA,13.11,2.75
9/1/20,23:45:00,9/1/20 23:45,44075.99,Deployment Site,37890.5,NA,106,8.97,31.03,0.76,1.215,NA,14.279,2.74
9/2/20,0:00:00,9/2/20 0:00,44076,Deployment Site,37757.8,NA,107.1,9.09,31.05,0.61,1.207,NA,14.106,2.75
9/2/20,0:15:00,9/2/20 0:15,44076.01,Deployment Site,37815.6,NA,106,8.99,31.03,0.83,1.216,NA,14.191,2.74
9/2/20,0:30:00,9/2/20 0:30,44076.021,Deployment Site,37872.1,NA,97.7,8.3,31.28,0.64,1.224,NA,13.954,2.75
9/2/20,0:45:00,9/2/20 0:45,44076.031,Deployment Site,37891.9,NA,93.9,8.01,31.43,0.5,1.218,NA,13.791,2.74
9/2/20,1:00:00,9/2/20 1:00,44076.042,Deployment Site,37883.3,NA,90,7.69,31.58,0.57,1.205,NA,13.603,2.75
9/2/20,1:15:00,9/2/20 1:15,44076.052,Deployment Site,37864.3,NA,82.3,7.07,31.81,0.43,1.216,NA,13.305,2.74
9/2/20,1:30:00,9/2/20 1:30,44076.063,Deployment Site,37870.8,NA,80.3,6.9,31.87,0.45,1.212,NA,13.23,2.74
9/2/20,1:45:00,9/2/20 1:45,44076.073,Deployment Site,37870.2,NA,77.3,6.66,31.94,0.42,1.205,NA,13.153,2.74
9/2/20,2:00:00,9/2/20 2:00,44076.083,Deployment Site,37893.6,NA,76.4,6.58,32,0.37,1.209,NA,13.104,2.74
9/2/20,2:15:00,9/2/20 2:15,44076.094,Deployment Site,37920.9,NA,76.9,6.62,32.04,0.32,1.221,NA,13.086,2.73
9/2/20,2:30:00,9/2/20 2:30,44076.104,Deployment Site,37917.3,NA,76.4,6.59,32.05,0.4,1.221,NA,13.069,2.74
9/2/20,2:45:00,9/2/20 2:45,44076.115,Deployment Site,37912.8,NA,76,6.55,32.06,0.26,1.209,NA,13.058,2.73
9/2/20,3:00:00,9/2/20 3:00,44076.125,Deployment Site,37911.6,NA,75.4,6.5,32.07,0.28,1.205,NA,13.045,2.74
9/2/20,3:15:00,9/2/20 3:15,44076.135,Deployment Site,37917.5,NA,75.9,6.54,32.07,0.3,1.217,NA,13.054,2.73
9/2/20,3:30:00,9/2/20 3:30,44076.146,Deployment Site,37901.7,NA,75.9,6.55,32.07,0.27,1.215,NA,13.03,2.74
9/2/20,3:45:00,9/2/20 3:45,44076.156,Deployment Site,37924.7,NA,76.5,6.59,32.06,0.31,1.211,NA,13.064,2.73
9/2/20,4:00:00,9/2/20 4:00,44076.167,Deployment Site,37818.1,NA,73.7,6.37,32.1,0.35,1.208,NA,12.904,2.74
9/2/20,4:15:00,9/2/20 4:15,44076.177,Deployment Site,37832.3,NA,73,6.3,32.1,0.39,1.206,NA,12.92,2.72
9/2/20,4:30:00,9/2/20 4:30,44076.188,Deployment Site,37883.1,NA,74.9,6.46,32.09,0.31,1.207,NA,12.991,2.74
9/2/20,4:45:00,9/2/20 4:45,44076.198,Deployment Site,37911.7,NA,75.2,6.49,32.09,0.31,1.205,NA,13.02,2.73
9/2/20,5:00:00,9/2/20 5:00,44076.208,Deployment Site,37914.7,NA,75.9,6.54,32.07,0.35,1.207,NA,13.047,2.74
9/2/20,5:15:00,9/2/20 5:15,44076.219,Deployment Site,37911.1,NA,77.3,6.66,32,0.34,1.214,NA,13.13,2.73
9/2/20,5:30:00,9/2/20 5:30,44076.229,Deployment Site,37919.5,NA,76,6.55,32.06,0.34,1.215,NA,13.064,2.74
9/2/20,5:45:00,9/2/20 5:45,44076.24,Deployment Site,37923.7,NA,76.5,6.59,32.06,0.31,1.217,NA,13.074,2.73
9/2/20,6:00:00,9/2/20 6:00,44076.25,Deployment Site,37888.7,NA,74.8,6.45,32.07,0.32,1.215,NA,13.02,2.74
9/2/20,6:15:00,9/2/20 6:15,44076.26,Deployment Site,37850.1,NA,73.1,6.31,32.1,0.35,1.213,NA,12.941,2.73
9/2/20,6:30:00,9/2/20 6:30,44076.271,Deployment Site,37842.1,NA,72.4,6.25,32.11,0.31,1.212,NA,12.922,2.74
9/2/20,6:45:00,9/2/20 6:45,44076.281,Deployment Site,37776.7,NA,83.1,7.12,31.63,0.73,1.211,NA,13.414,2.73
9/2/20,7:00:00,9/2/20 7:00,44076.292,Deployment Site,37795.2,NA,82.9,7.11,31.66,0.51,1.21,NA,13.408,2.74
9/2/20,7:15:00,9/2/20 7:15,44076.302,Deployment Site,37860.3,NA,81,6.95,31.77,0.51,1.21,NA,13.345,2.73
9/2/20,7:30:00,9/2/20 7:30,44076.313,Deployment Site,37887.1,NA,77.9,6.7,31.91,0.43,1.208,NA,13.201,2.74
9/2/20,7:45:00,9/2/20 7:45,44076.323,Deployment Site,37880.7,NA,78.5,6.75,31.88,0.47,1.21,NA,13.236,2.73
9/2/20,8:00:00,9/2/20 8:00,44076.333,Deployment Site,37883.4,NA,78.5,6.75,31.9,0.44,1.21,NA,13.211,2.73
9/2/20,8:15:00,9/2/20 8:15,44076.344,Deployment Site,37891.2,NA,97.6,8.2,30.64,1.11,1.211,NA,14.769,2.73
9/2/20,8:30:00,9/2/20 8:30,44076.354,Deployment Site,37927.3,NA,95.7,8.08,30.98,0.7,1.212,NA,14.38,2.73
9/2/20,8:45:00,9/2/20 8:45,44076.365,Deployment Site,37858.5,NA,110.4,9.22,30.36,0.74,1.212,NA,15.097,2.72
9/2/20,9:00:00,9/2/20 9:00,44076.375,Deployment Site,37850.4,NA,111.3,9.31,30.36,0.85,1.213,NA,15.082,2.73
9/2/20,9:15:00,9/2/20 9:15,44076.385,Deployment Site,37735.4,NA,117.1,9.83,30.46,1.07,1.215,NA,14.831,2.73
9/2/20,9:30:00,9/2/20 9:30,44076.396,Deployment Site,37656.1,NA,120.5,10.11,30.32,0.96,1.207,NA,14.919,2.74
9/2/20,9:45:00,9/2/20 9:45,44076.406,Deployment Site,37760.3,NA,118.3,9.89,30.25,0.92,1.207,NA,15.124,2.73
9/2/20,10:00:00,9/2/20 10:00,44076.417,Deployment Site,37664.1,NA,116.1,9.77,30.46,0.87,1.206,NA,14.737,2.73
9/2/20,10:15:00,9/2/20 10:15,44076.427,Deployment Site,37502.7,NA,114.1,9.65,30.55,1.01,1.209,NA,14.438,2.73
9/2/20,10:30:00,9/2/20 10:30,44076.438,Deployment Site,37568.3,NA,106.8,9.05,30.76,0.84,1.223,NA,14.255,2.73
9/2/20,10:45:00,9/2/20 10:45,44076.448,Deployment Site,37512.5,NA,103.3,8.79,30.89,0.92,1.219,NA,14.023,2.73
9/2/20,11:00:00,9/2/20 11:00,44076.458,Deployment Site,37707.3,NA,98.7,8.38,31.03,1.04,1.205,NA,14.072,2.73
9/2/20,11:15:00,9/2/20 11:15,44076.469,Deployment Site,37712.9,NA,94.5,8.05,31.22,0.77,1.21,NA,13.843,2.73
9/2/20,11:30:00,9/2/20 11:30,44076.479,Deployment Site,37374.8,NA,90,7.74,31.26,0.49,1.217,NA,13.411,2.73
9/2/20,11:45:00,9/2/20 11:45,44076.49,Deployment Site,37642.6,NA,89.8,7.69,31.35,0.63,1.213,NA,13.612,2.72
9/2/20,12:00:00,9/2/20 12:00,44076.5,Deployment Site,37334.2,NA,86.8,7.48,31.3,0.58,1.21,NA,13.319,2.73
9/2/20,12:15:00,9/2/20 12:15,44076.51,Deployment Site,37793.4,NA,78.5,6.76,31.82,0.47,1.212,NA,13.203,2.72
9/2/20,12:30:00,9/2/20 12:30,44076.521,Deployment Site,37781.8,NA,74.8,6.46,31.96,0.49,1.211,NA,13.03,2.73
9/2/20,12:45:00,9/2/20 12:45,44076.531,Deployment Site,37778.5,NA,73.9,6.38,31.97,0.43,1.212,NA,13.013,2.72
9/2/20,13:00:00,9/2/20 13:00,44076.542,Deployment Site,37744.6,NA,108.9,9.15,30.5,0.78,1.214,NA,14.786,2.73
9/2/20,13:15:00,9/2/20 13:15,44076.552,Deployment Site,37617.1,NA,97.4,8.33,31.25,0.75,1.214,NA,13.694,2.72
9/2/20,13:30:00,9/2/20 13:30,44076.563,Deployment Site,37717.4,NA,79.4,6.86,31.94,0.52,1.215,NA,12.98,2.73
9/2/20,13:45:00,9/2/20 13:45,44076.573,Deployment Site,37692.9,NA,72.7,6.28,31.88,0.57,1.219,NA,13.021,2.72
9/2/20,14:00:00,9/2/20 14:00,44076.583,Deployment Site,37750.3,NA,76.6,6.59,31.76,0.65,1.22,NA,13.227,2.73
9/2/20,14:15:00,9/2/20 14:15,44076.594,Deployment Site,37610.3,NA,91.4,7.78,31.04,0.74,1.222,NA,13.947,2.72
9/2/20,14:30:00,9/2/20 14:30,44076.604,Deployment Site,37641.7,NA,87.8,7.55,31.54,0.65,1.223,NA,13.368,2.73
9/2/20,14:45:00,9/2/20 14:45,44076.615,Deployment Site,37669.9,NA,79.7,6.87,31.76,0.47,1.224,NA,13.14,2.72
9/2/20,15:00:00,9/2/20 15:00,44076.625,Deployment Site,37671.4,NA,79.4,6.84,31.75,0.59,1.221,NA,13.159,2.73
9/2/20,15:15:00,9/2/20 15:15,44076.635,Deployment Site,37697.4,NA,73.8,6.38,31.97,0.42,1.219,NA,12.927,2.72
9/2/20,15:30:00,9/2/20 15:30,44076.646,Deployment Site,37678.1,NA,75.5,6.52,31.89,0.47,1.206,NA,12.994,2.73
9/2/20,15:45:00,9/2/20 15:45,44076.656,Deployment Site,37686.9,NA,70.5,6.11,32.06,0.5,1.212,NA,12.809,2.72
9/2/20,16:00:00,9/2/20 16:00,44076.667,Deployment Site,37693.1,NA,70.8,6.13,32.04,0.41,1.22,NA,12.831,2.72
9/2/20,16:15:00,9/2/20 16:15,44076.677,Deployment Site,37691.5,NA,70.9,6.14,32.05,0.41,1.218,NA,12.825,2.72
9/2/20,16:30:00,9/2/20 16:30,44076.688,Deployment Site,37715.2,NA,70.4,6.1,32.09,0.39,1.219,NA,12.8,2.72
9/2/20,16:45:00,9/2/20 16:45,44076.698,Deployment Site,37640.2,NA,70.4,6.1,32.04,0.34,1.215,NA,12.776,2.72
9/2/20,17:00:00,9/2/20 17:00,44076.708,Deployment Site,37680.6,NA,69.6,6.04,32.13,0.33,1.213,NA,12.719,2.72
9/2/20,17:15:00,9/2/20 17:15,44076.719,Deployment Site,37726.7,NA,70.4,6.1,32.12,0.32,1.222,NA,12.78,2.72
9/2/20,17:30:00,9/2/20 17:30,44076.729,Deployment Site,37631.9,NA,68.8,5.98,32.13,0.34,1.22,NA,12.658,2.72
9/2/20,17:45:00,9/2/20 17:45,44076.74,Deployment Site,37764.5,NA,71.4,6.18,32.08,0.42,1.215,NA,12.866,2.72
9/2/20,18:00:00,9/2/20 18:00,44076.75,Deployment Site,37751.7,NA,71.7,6.2,32.08,0.32,1.213,NA,12.858,2.72
9/2/20,18:15:00,9/2/20 18:15,44076.76,Deployment Site,37746.4,NA,71.7,6.21,32.08,0.36,1.215,NA,12.852,2.72
9/2/20,18:30:00,9/2/20 18:30,44076.771,Deployment Site,37732.3,NA,71.1,6.16,32.08,0.33,1.215,NA,12.836,2.72
9/2/20,18:45:00,9/2/20 18:45,44076.781,Deployment Site,37709.4,NA,70.3,6.09,32.1,0.38,1.217,NA,12.78,2.72
9/2/20,19:00:00,9/2/20 19:00,44076.792,Deployment Site,37736.8,NA,71.2,6.16,32.09,0.36,1.215,NA,12.827,2.72
9/2/20,19:15:00,9/2/20 19:15,44076.802,Deployment Site,37740.4,NA,71.6,6.2,32.08,0.41,1.218,NA,12.84,2.72
9/2/20,19:30:00,9/2/20 19:30,44076.813,Deployment Site,37736.8,NA,71.4,6.18,32.08,0.4,1.215,NA,12.841,2.72
9/2/20,19:45:00,9/2/20 19:45,44076.823,Deployment Site,37532.8,NA,119.3,10.08,30.56,1.64,1.215,NA,14.458,2.72
9/2/20,20:00:00,9/2/20 20:00,44076.833,Deployment Site,37737.7,NA,72,6.23,32.03,0.5,1.209,NA,12.899,2.72
9/2/20,20:15:00,9/2/20 20:15,44076.844,Deployment Site,37753,NA,71.1,6.15,32.1,0.27,1.207,NA,12.825,2.71
9/2/20,20:30:00,9/2/20 20:30,44076.854,Deployment Site,37752.3,NA,71.3,6.17,32.1,0.32,1.211,NA,12.828,2.71
9/2/20,20:45:00,9/2/20 20:45,44076.865,Deployment Site,37793.4,NA,71.9,6.22,32.11,0.3,1.214,NA,12.864,2.71
9/2/20,21:00:00,9/2/20 21:00,44076.875,Deployment Site,37804.4,NA,71.9,6.22,32.11,0.3,1.212,NA,12.871,2.72
9/2/20,21:15:00,9/2/20 21:15,44076.885,Deployment Site,37497.9,NA,134.2,11.12,29.53,1.32,1.208,NA,15.769,2.71
9/2/20,21:30:00,9/2/20 21:30,44076.896,Deployment Site,37785,NA,72.7,6.29,32.11,0.28,1.206,NA,12.857,2.72
9/2/20,21:45:00,9/2/20 21:45,44076.906,Deployment Site,37565.4,NA,133.1,11.08,29.85,1.2,1.205,NA,15.415,2.71
9/2/20,22:00:00,9/2/20 22:00,44076.917,Deployment Site,37549.6,NA,133.3,11.12,29.93,0.98,1.211,NA,15.293,2.72
9/2/20,22:15:00,9/2/20 22:15,44076.927,Deployment Site,37560.6,NA,129.2,10.8,30.05,1.15,1.223,NA,15.149,2.72
9/2/20,22:30:00,9/2/20 22:30,44076.938,Deployment Site,37603.2,NA,122.2,10.26,30.33,1.05,1.217,NA,14.845,2.72
9/2/20,22:45:00,9/2/20 22:45,44076.948,Deployment Site,37505.4,NA,127.4,10.66,30.05,1.13,1.205,NA,15.09,2.71
9/2/20,23:00:00,9/2/20 23:00,44076.958,Deployment Site,37333.7,NA,126.7,10.62,29.92,1.2,1.216,NA,15.058,2.72
9/2/20,23:15:00,9/2/20 23:15,44076.969,Deployment Site,37385.1,NA,125.1,10.5,30.02,1.18,1.22,NA,14.984,2.71
9/2/20,23:30:00,9/2/20 23:30,44076.979,Deployment Site,37335.2,NA,128.1,10.74,29.91,1.12,1.21,NA,15.073,2.72
9/2/20,23:45:00,9/2/20 23:45,44076.99,Deployment Site,37339.1,NA,125.9,10.57,30,1.03,1.208,NA,14.963,2.71
9/3/20,0:00:00,9/3/20 0:00,44077,Deployment Site,37372.1,NA,123.6,10.39,30.12,0.93,1.21,NA,14.842,2.72
9/3/20,0:15:00,9/3/20 0:15,44077.01,Deployment Site,37378.6,NA,123.3,10.36,30.1,1.21,1.22,NA,14.877,2.71
9/3/20,0:30:00,9/3/20 0:30,44077.021,Deployment Site,37407.3,NA,119.6,10.07,30.23,1,1.216,NA,14.743,2.72
9/3/20,0:45:00,9/3/20 0:45,44077.031,Deployment Site,37441.3,NA,117.6,9.91,30.3,0.89,1.222,NA,14.685,2.71
9/3/20,1:00:00,9/3/20 1:00,44077.042,Deployment Site,37472.5,NA,112.8,9.53,30.46,1.16,1.219,NA,14.52,2.72
9/3/20,1:15:00,9/3/20 1:15,44077.052,Deployment Site,37534.2,NA,109.3,9.25,30.63,0.79,1.215,NA,14.381,2.71
9/3/20,1:30:00,9/3/20 1:30,44077.063,Deployment Site,37633.5,NA,97.2,8.28,31.1,0.89,1.214,NA,13.897,2.72
9/3/20,1:45:00,9/3/20 1:45,44077.073,Deployment Site,37665.6,NA,90.5,7.74,31.34,0.58,1.219,NA,13.639,2.71
9/3/20,2:00:00,9/3/20 2:00,44077.083,Deployment Site,37752,NA,76.8,6.62,31.86,0.46,1.222,NA,13.113,2.71
9/3/20,2:15:00,9/3/20 2:15,44077.094,Deployment Site,37763.8,NA,78,6.71,31.78,0.53,1.222,NA,13.219,2.71
9/3/20,2:30:00,9/3/20 2:30,44077.104,Deployment Site,37777.5,NA,82.3,7.07,31.73,0.37,1.224,NA,13.3,2.71
9/3/20,2:45:00,9/3/20 2:45,44077.115,Deployment Site,37747.6,NA,72,6.23,32.08,0.36,1.224,NA,12.852,2.71
9/3/20,3:00:00,9/3/20 3:00,44077.125,Deployment Site,37746.1,NA,70.9,6.14,32.11,0.27,1.214,NA,12.815,2.71
9/3/20,3:15:00,9/3/20 3:15,44077.135,Deployment Site,37748.4,NA,70.6,6.11,32.11,0.28,1.21,NA,12.81,2.7
9/3/20,3:30:00,9/3/20 3:30,44077.146,Deployment Site,37754,NA,70.7,6.12,32.12,0.31,1.208,NA,12.804,2.71
9/3/20,3:45:00,9/3/20 3:45,44077.156,Deployment Site,37748.8,NA,70.8,6.13,32.11,0.33,1.224,NA,12.815,2.7
9/3/20,4:00:00,9/3/20 4:00,44077.167,Deployment Site,37750.8,NA,70.3,6.09,32.13,0.3,1.222,NA,12.788,2.71
9/3/20,4:15:00,9/3/20 4:15,44077.177,Deployment Site,37752.8,NA,70.4,6.1,32.13,0.36,1.206,NA,12.799,2.7
9/3/20,4:30:00,9/3/20 4:30,44077.188,Deployment Site,37751.1,NA,70.4,6.1,32.12,0.35,1.213,NA,12.8,2.71
9/3/20,4:45:00,9/3/20 4:45,44077.198,Deployment Site,37752.9,NA,70.2,6.08,32.14,0.32,1.212,NA,12.784,2.7
9/3/20,5:00:00,9/3/20 5:00,44077.208,Deployment Site,37755.7,NA,70.3,6.09,32.14,0.41,1.213,NA,12.792,2.71
9/3/20,5:15:00,9/3/20 5:15,44077.219,Deployment Site,37744.1,NA,70,6.07,32.15,0.35,1.212,NA,12.766,2.7
9/3/20,5:30:00,9/3/20 5:30,44077.229,Deployment Site,37758.2,NA,70.3,6.09,32.14,0.34,1.21,NA,12.79,2.71
9/3/20,5:45:00,9/3/20 5:45,44077.24,Deployment Site,37714.2,NA,73.8,6.38,31.98,0.48,1.211,NA,12.931,2.7
9/3/20,6:00:00,9/3/20 6:00,44077.25,Deployment Site,37683,NA,73,6.31,31.95,0.56,1.211,NA,12.925,2.71
9/3/20,6:15:00,9/3/20 6:15,44077.26,Deployment Site,37723.1,NA,70.9,6.14,32.07,0.34,1.212,NA,12.831,2.7
9/3/20,6:30:00,9/3/20 6:30,44077.271,Deployment Site,37696.9,NA,71,6.15,32.06,0.38,1.208,NA,12.817,2.69
9/3/20,6:45:00,9/3/20 6:45,44077.281,Deployment Site,37688.1,NA,71.8,6.22,32.05,0.42,1.208,NA,12.82,2.7
9/3/20,7:00:00,9/3/20 7:00,44077.292,Deployment Site,37689.5,NA,70.4,6.1,32.08,0.34,1.21,NA,12.788,2.7
9/3/20,7:15:00,9/3/20 7:15,44077.302,Deployment Site,37672.7,NA,69,5.99,32.13,0.35,1.208,NA,12.705,2.7
9/3/20,7:30:00,9/3/20 7:30,44077.313,Deployment Site,37613.9,NA,67.8,5.89,32.14,0.39,1.205,NA,12.632,2.7
9/3/20,7:45:00,9/3/20 7:45,44077.323,Deployment Site,37566.1,NA,72.2,6.26,31.92,0.38,1.206,NA,12.841,2.7
9/3/20,8:00:00,9/3/20 8:00,44077.333,Deployment Site,37590.5,NA,75.4,6.52,31.8,0.41,1.205,NA,13.002,2.7
9/3/20,8:15:00,9/3/20 8:15,44077.344,Deployment Site,37452.6,NA,108,9.13,30.49,1.17,1.211,NA,14.456,2.69
9/3/20,8:30:00,9/3/20 8:30,44077.354,Deployment Site,37500.2,NA,109.6,9.25,30.46,0.86,1.222,NA,14.556,2.7
9/3/20,8:45:00,9/3/20 8:45,44077.365,Deployment Site,37580.3,NA,95.3,8.11,31,1,1.221,NA,13.97,2.7
9/3/20,9:00:00,9/3/20 9:00,44077.375,Deployment Site,37366.7,NA,111.9,9.45,30.31,0.9,1.21,NA,14.588,2.7
9/3/20,9:15:00,9/3/20 9:15,44077.385,Deployment Site,37360.4,NA,112.1,9.46,30.28,1.06,1.214,NA,14.617,2.69
9/3/20,9:30:00,9/3/20 9:30,44077.396,Deployment Site,37391.3,NA,116.2,9.78,30.19,0.89,1.221,NA,14.768,2.7
9/3/20,9:45:00,9/3/20 9:45,44077.406,Deployment Site,37403.8,NA,116.2,9.78,30.2,1.23,1.214,NA,14.779,2.7
9/3/20,10:00:00,9/3/20 10:00,44077.417,Deployment Site,37406.9,NA,117.3,9.86,30.15,0.94,1.208,NA,14.84,2.7
9/3/20,10:15:00,9/3/20 10:15,44077.427,Deployment Site,37398.2,NA,105.6,8.96,30.59,0.56,1.21,NA,14.274,2.69
9/3/20,10:30:00,9/3/20 10:30,44077.438,Deployment Site,37399.1,NA,119.8,10.06,30.1,1.16,1.22,NA,14.901,2.7
9/3/20,10:45:00,9/3/20 10:45,44077.448,Deployment Site,37405.6,NA,119.3,10.02,30.09,1.47,1.222,NA,14.923,2.69
9/3/20,11:00:00,9/3/20 11:00,44077.458,Deployment Site,37448.3,NA,109.3,9.24,30.47,0.83,1.222,NA,14.477,2.7
9/3/20,11:15:00,9/3/20 11:15,44077.469,Deployment Site,37433.7,NA,102.6,8.72,30.7,2.12,1.223,NA,14.168,2.7
9/3/20,11:30:00,9/3/20 11:30,44077.479,Deployment Site,37324.7,NA,95.4,8.16,30.9,0.69,1.215,NA,13.805,2.7
9/3/20,11:45:00,9/3/20 11:45,44077.49,Deployment Site,37312.9,NA,90.8,7.79,31.07,0.74,1.206,NA,13.574,2.68
9/3/20,12:00:00,9/3/20 12:00,44077.5,Deployment Site,37250.5,NA,88.1,7.58,31.15,0.68,1.215,NA,13.406,2.7
9/3/20,12:15:00,9/3/20 12:15,44077.51,Deployment Site,37266.3,NA,85.2,7.34,31.26,0.63,1.212,NA,13.292,2.69
9/3/20,12:30:00,9/3/20 12:30,44077.521,Deployment Site,37246.7,NA,82.7,7.14,31.36,0.6,1.214,NA,13.146,2.7
9/3/20,12:45:00,9/3/20 12:45,44077.531,Deployment Site,37282,NA,81.5,7.05,31.43,0.54,1.224,NA,13.096,2.69
9/3/20,13:00:00,9/3/20 13:00,44077.542,Deployment Site,37452.2,NA,80.3,6.93,31.55,0.48,1.214,NA,13.152,2.7
9/3/20,13:15:00,9/3/20 13:15,44077.552,Deployment Site,37369,NA,80.6,6.97,31.51,0.53,1.212,NA,13.109,2.69
9/3/20,13:30:00,9/3/20 13:30,44077.563,Deployment Site,37313.8,NA,79.7,6.89,31.51,0.49,1.217,NA,13.037,2.69
9/3/20,13:45:00,9/3/20 13:45,44077.573,Deployment Site,37356.7,NA,78.9,6.82,31.55,0.46,1.218,NA,13.044,2.67
9/3/20,14:00:00,9/3/20 14:00,44077.583,Deployment Site,37631.8,NA,68.7,5.96,32.1,0.43,1.219,NA,12.694,2.69
